"Country Name","Indicator Name","Year","Observation Value","Nature","Obs_Status","Date Updated","Country Files","Footnote"
"Finland","Beach litter originating from national land-based sources ends in the Ocean","2022","9.9","M","A","2023-10-08","-","-"
"France","Beach litter originating from national land-based sources ends in the Ocean","2017","26.3","M","A","2022-02-02","-","-"
"France","Beach litter originating from national land-based sources ends in the Ocean","2018","31.5","M","A","2022-02-02","-","-"
"France","Beach litter originating from national land-based sources ends in the Ocean","2019","33.8","M","A","2022-02-02","-","-"
"France","Beach litter originating from national land-based sources ends in the Ocean","2020","26.7","M","A","2022-02-02","-","-"
"France","Beach litter originating from national land-based sources ends in the Ocean","2021","28.4","M","A","2022-02-02","-","-"
"France","Beach litter originating from national land-based sources ends in the Ocean","2022","29.1","M","A","2023-10-08","-","-"
"Gabon","Beach litter originating from national land-based sources ends in the Ocean","2017","0.6","M","A","2022-02-02","-","-"
"Gabon","Beach litter originating from national land-based sources ends in the Ocean","2018","0.4","M","A","2022-02-02","-","-"
"Gabon","Beach litter originating from national land-based sources ends in the Ocean","2019","0.5","M","A","2022-02-02","-","-"
"Gabon","Beach litter originating from national land-based sources ends in the Ocean","2020","0.6","M","A","2022-02-02","-","-"
"Gabon","Beach litter originating from national land-based sources ends in the Ocean","2021","0.7","M","A","2022-02-02","-","-"
"Gabon","Beach litter originating from national land-based sources ends in the Ocean","2022","0.8","M","A","2023-10-08","-","-"
"Gambia","Beach litter originating from national land-based sources ends in the Ocean","2017","27.6","M","A","2022-02-02","-","-"
"Gambia","Beach litter originating from national land-based sources ends in the Ocean","2018","22","M","A","2022-02-02","-","-"
"Gambia","Beach litter originating from national land-based sources ends in the Ocean","2019","19.7","M","A","2022-02-02","-","-"
"Gambia","Beach litter originating from national land-based sources ends in the Ocean","2020","17.4","M","A","2022-02-02","-","-"
"Gambia","Beach litter originating from national land-based sources ends in the Ocean","2021","12.4","M","A","2022-02-02","-","-"
"Gambia","Beach litter originating from national land-based sources ends in the Ocean","2022","17.9","M","A","2023-10-08","-","-"
"Georgia","Beach litter originating from national land-based sources ends in the Ocean","2017","60.7","M","A","2022-02-02","-","-"
"Georgia","Beach litter originating from national land-based sources ends in the Ocean","2018","49.5","M","A","2022-02-02","-","-"
"Georgia","Beach litter originating from national land-based sources ends in the Ocean","2019","51.2","M","A","2022-02-02","-","-"
"Georgia","Beach litter originating from national land-based sources ends in the Ocean","2020","48","M","A","2022-02-02","-","-"
"Georgia","Beach litter originating from national land-based sources ends in the Ocean","2021","51.9","M","A","2022-02-02","-","-"
"Georgia","Beach litter originating from national land-based sources ends in the Ocean","2022","50.1","M","A","2023-10-08","-","-"
"Germany","Beach litter originating from national land-based sources ends in the Ocean","2017","9.9","M","A","2022-02-02","-","-"
"Germany","Beach litter originating from national land-based sources ends in the Ocean","2018","24.3","M","A","2022-02-02","-","-"
"Germany","Beach litter originating from national land-based sources ends in the Ocean","2019","18.1","M","A","2022-02-02","-","-"
"Germany","Beach litter originating from national land-based sources ends in the Ocean","2020","13.1","M","A","2022-02-02","-","-"
"Germany","Beach litter originating from national land-based sources ends in the Ocean","2021","14.6","M","A","2022-02-02","-","-"
"Germany","Beach litter originating from national land-based sources ends in the Ocean","2022","19","M","A","2023-10-08","-","-"
"Ghana","Beach litter originating from national land-based sources ends in the Ocean","2017","1.6","M","A","2022-02-02","-","-"
"Ghana","Beach litter originating from national land-based sources ends in the Ocean","2018","2","M","A","2022-02-02","-","-"
"Ghana","Beach litter originating from national land-based sources ends in the Ocean","2019","1","M","A","2022-02-02","-","-"
"Ghana","Beach litter originating from national land-based sources ends in the Ocean","2020","2.5","M","A","2022-02-02","-","-"
"Ghana","Beach litter originating from national land-based sources ends in the Ocean","2021","0.3","M","A","2022-02-02","-","-"
"Ghana","Beach litter originating from national land-based sources ends in the Ocean","2022","1.8","M","A","2023-10-08","-","-"
"Greece","Beach litter originating from national land-based sources ends in the Ocean","2017","18.3","M","A","2022-02-02","-","-"
"Greece","Beach litter originating from national land-based sources ends in the Ocean","2018","21.8","M","A","2022-02-02","-","-"
"Greece","Beach litter originating from national land-based sources ends in the Ocean","2019","27.4","M","A","2022-02-02","-","-"
"Greece","Beach litter originating from national land-based sources ends in the Ocean","2020","20.8","M","A","2022-02-02","-","-"
"Greece","Beach litter originating from national land-based sources ends in the Ocean","2021","22","M","A","2022-02-02","-","-"
"Greece","Beach litter originating from national land-based sources ends in the Ocean","2022","17.7","M","A","2023-10-08","-","-"
"Grenada","Beach litter originating from national land-based sources ends in the Ocean","2017","36.8","M","A","2022-02-02","-","-"
"Grenada","Beach litter originating from national land-based sources ends in the Ocean","2018","39.4","M","A","2022-02-02","-","-"
"Grenada","Beach litter originating from national land-based sources ends in the Ocean","2019","39.6","M","A","2022-02-02","-","-"
"Grenada","Beach litter originating from national land-based sources ends in the Ocean","2020","39.9","M","A","2022-02-02","-","-"
"Grenada","Beach litter originating from national land-based sources ends in the Ocean","2021","38.1","M","A","2022-02-02","-","-"
"Grenada","Beach litter originating from national land-based sources ends in the Ocean","2022","38.7","M","A","2023-10-08","-","-"
"Guatemala","Beach litter originating from national land-based sources ends in the Ocean","2017","42.7","M","A","2022-02-02","-","-"
"Guatemala","Beach litter originating from national land-based sources ends in the Ocean","2018","46.5","M","A","2022-02-02","-","-"
"Guatemala","Beach litter originating from national land-based sources ends in the Ocean","2019","52.4","M","A","2022-02-02","-","-"
"Guatemala","Beach litter originating from national land-based sources ends in the Ocean","2020","49.3","M","A","2022-02-02","-","-"
"Guatemala","Beach litter originating from national land-based sources ends in the Ocean","2021","47.5","M","A","2022-02-02","-","-"
"Guatemala","Beach litter originating from national land-based sources ends in the Ocean","2022","44.3","M","A","2023-10-08","-","-"
"Guinea","Beach litter originating from national land-based sources ends in the Ocean","2017","0.3","M","A","2022-02-02","-","-"
"Guinea","Beach litter originating from national land-based sources ends in the Ocean","2018","0.2","M","A","2022-02-02","-","-"
"Guinea","Beach litter originating from national land-based sources ends in the Ocean","2019","0.7","M","A","2022-02-02","-","-"
"Guinea","Beach litter originating from national land-based sources ends in the Ocean","2020","0.1","M","A","2022-02-02","-","-"
"Guinea","Beach litter originating from national land-based sources ends in the Ocean","2021","0.1","M","A","2022-02-02","-","-"
"Guinea","Beach litter originating from national land-based sources ends in the Ocean","2022","0.2","M","A","2023-10-08","-","-"
"Guinea-Bissau","Beach litter originating from national land-based sources ends in the Ocean","2017","11.1","M","A","2022-02-02","-","-"
"Guinea-Bissau","Beach litter originating from national land-based sources ends in the Ocean","2018","4.8","M","A","2022-02-02","-","-"
"Guinea-Bissau","Beach litter originating from national land-based sources ends in the Ocean","2019","5.5","M","A","2022-02-02","-","-"
"Guinea-Bissau","Beach litter originating from national land-based sources ends in the Ocean","2020","4.1","M","A","2022-02-02","-","-"
"Guinea-Bissau","Beach litter originating from national land-based sources ends in the Ocean","2021","1.8","M","A","2022-02-02","-","-"
"Guinea-Bissau","Beach litter originating from national land-based sources ends in the Ocean","2022","1.4","M","A","2023-10-08","-","-"
"Guyana","Beach litter originating from national land-based sources ends in the Ocean","2017","10.9","M","A","2022-02-02","-","-"
"Guyana","Beach litter originating from national land-based sources ends in the Ocean","2018","6.4","M","A","2022-02-02","-","-"
"Guyana","Beach litter originating from national land-based sources ends in the Ocean","2019","10.7","M","A","2022-02-02","-","-"
"Guyana","Beach litter originating from national land-based sources ends in the Ocean","2020","20.3","M","A","2022-02-02","-","-"
"Guyana","Beach litter originating from national land-based sources ends in the Ocean","2021","17","M","A","2022-02-02","-","-"
"Guyana","Beach litter originating from national land-based sources ends in the Ocean","2022","20.8","M","A","2023-10-08","-","-"
"Haiti","Beach litter originating from national land-based sources ends in the Ocean","2017","41.5","M","A","2022-02-02","-","-"
"Haiti","Beach litter originating from national land-based sources ends in the Ocean","2018","41.7","M","A","2022-02-02","-","-"
"Haiti","Beach litter originating from national land-based sources ends in the Ocean","2019","38.4","M","A","2022-02-02","-","-"
"Haiti","Beach litter originating from national land-based sources ends in the Ocean","2020","41.7","M","A","2022-02-02","-","-"
"Haiti","Beach litter originating from national land-based sources ends in the Ocean","2021","40.9","M","A","2022-02-02","-","-"
"Haiti","Beach litter originating from national land-based sources ends in the Ocean","2022","42","M","A","2023-10-08","-","-"
"Honduras","Beach litter originating from national land-based sources ends in the Ocean","2017","3.4","M","A","2022-02-02","-","-"
"Honduras","Beach litter originating from national land-based sources ends in the Ocean","2018","6","M","A","2022-02-02","-","-"
"Honduras","Beach litter originating from national land-based sources ends in the Ocean","2019","5","M","A","2022-02-02","-","-"
"Honduras","Beach litter originating from national land-based sources ends in the Ocean","2020","2.1","M","A","2022-02-02","-","-"
"Honduras","Beach litter originating from national land-based sources ends in the Ocean","2021","4.7","M","A","2022-02-02","-","-"
"Honduras","Beach litter originating from national land-based sources ends in the Ocean","2022","7.3","M","A","2023-10-08","-","-"
"Iceland","Beach litter originating from national land-based sources ends in the Ocean","2017","75","M","A","2022-02-02","-","-"
"Iceland","Beach litter originating from national land-based sources ends in the Ocean","2018","63.2","M","A","2022-02-02","-","-"
"Iceland","Beach litter originating from national land-based sources ends in the Ocean","2019","61.5","M","A","2022-02-02","-","-"
"Iceland","Beach litter originating from national land-based sources ends in the Ocean","2020","52.5","M","A","2022-02-02","-","-"
"Iceland","Beach litter originating from national land-based sources ends in the Ocean","2021","58.5","M","A","2022-02-02","-","-"
"Iceland","Beach litter originating from national land-based sources ends in the Ocean","2022","57.1","M","A","2023-10-08","-","-"
"India","Beach litter originating from national land-based sources ends in the Ocean","2017","38.7","M","A","2022-02-02","-","-"
"India","Beach litter originating from national land-based sources ends in the Ocean","2018","36.8","M","A","2022-02-02","-","-"
"India","Beach litter originating from national land-based sources ends in the Ocean","2019","36.5","M","A","2022-02-02","-","-"
"India","Beach litter originating from national land-based sources ends in the Ocean","2020","36.7","M","A","2022-02-02","-","-"
"India","Beach litter originating from national land-based sources ends in the Ocean","2021","34","M","A","2022-02-02","-","-"
"India","Beach litter originating from national land-based sources ends in the Ocean","2022","34.7","M","A","2023-10-08","-","-"
"Indonesia","Beach litter originating from national land-based sources ends in the Ocean","2017","40.1","M","A","2022-02-02","-","-"
"Indonesia","Beach litter originating from national land-based sources ends in the Ocean","2018","37.4","M","A","2022-02-02","-","-"
"Indonesia","Beach litter originating from national land-based sources ends in the Ocean","2019","35.3","M","A","2022-02-02","-","-"
"Indonesia","Beach litter originating from national land-based sources ends in the Ocean","2020","46","M","A","2022-02-02","-","-"
"Indonesia","Beach litter originating from national land-based sources ends in the Ocean","2021","45","M","A","2022-02-02","-","-"
"Indonesia","Beach litter originating from national land-based sources ends in the Ocean","2022","45.1","M","A","2023-10-08","-","-"
"Iran (Islamic Republic of)","Beach litter originating from national land-based sources ends in the Ocean","2017","11.1","M","A","2022-02-02","-","-"
"Iran (Islamic Republic of)","Beach litter originating from national land-based sources ends in the Ocean","2018","10.7","M","A","2022-02-02","-","-"
"Iran (Islamic Republic of)","Beach litter originating from national land-based sources ends in the Ocean","2019","9.8","M","A","2022-02-02","-","-"
"Iran (Islamic Republic of)","Beach litter originating from national land-based sources ends in the Ocean","2020","8.9","M","A","2022-02-02","-","-"
"Iran (Islamic Republic of)","Beach litter originating from national land-based sources ends in the Ocean","2021","10.1","M","A","2022-02-02","-","-"
"Iran (Islamic Republic of)","Beach litter originating from national land-based sources ends in the Ocean","2022","10.1","M","A","2023-10-08","-","-"
"Ireland","Beach litter originating from national land-based sources ends in the Ocean","2017","8.4","M","A","2022-02-02","-","-"
"Ireland","Beach litter originating from national land-based sources ends in the Ocean","2018","11.3","M","A","2022-02-02","-","-"
"Ireland","Beach litter originating from national land-based sources ends in the Ocean","2019","21","M","A","2022-02-02","-","-"
"Ireland","Beach litter originating from national land-based sources ends in the Ocean","2020","15.9","M","A","2022-02-02","-","-"
"Ireland","Beach litter originating from national land-based sources ends in the Ocean","2021","25.1","M","A","2022-02-02","-","-"
"Ireland","Beach litter originating from national land-based sources ends in the Ocean","2022","16.6","M","A","2023-10-08","-","-"
"Israel","Beach litter originating from national land-based sources ends in the Ocean","2017","18.4","M","A","2022-02-02","-","-"
"Israel","Beach litter originating from national land-based sources ends in the Ocean","2018","27","M","A","2022-02-02","-","-"
"Israel","Beach litter originating from national land-based sources ends in the Ocean","2019","26.3","M","A","2022-02-02","-","-"
"Israel","Beach litter originating from national land-based sources ends in the Ocean","2020","22.5","M","A","2022-02-02","-","-"
"Israel","Beach litter originating from national land-based sources ends in the Ocean","2021","23","M","A","2022-02-02","-","-"
"Israel","Beach litter originating from national land-based sources ends in the Ocean","2022","17.9","M","A","2023-10-08","-","-"
"Italy","Beach litter originating from national land-based sources ends in the Ocean","2017","34.1","M","A","2022-02-02","-","-"
"Italy","Beach litter originating from national land-based sources ends in the Ocean","2018","38.3","M","A","2022-02-02","-","-"
"Italy","Beach litter originating from national land-based sources ends in the Ocean","2019","37.2","M","A","2022-02-02","-","-"
"Italy","Beach litter originating from national land-based sources ends in the Ocean","2020","29.9","M","A","2022-02-02","-","-"
"Italy","Beach litter originating from national land-based sources ends in the Ocean","2021","32","M","A","2022-02-02","-","-"
"Italy","Beach litter originating from national land-based sources ends in the Ocean","2022","30","M","A","2023-10-08","-","-"
"Jamaica","Beach litter originating from national land-based sources ends in the Ocean","2017","49.2","M","A","2022-02-02","-","-"
"Jamaica","Beach litter originating from national land-based sources ends in the Ocean","2018","50.6","M","A","2022-02-02","-","-"
"Jamaica","Beach litter originating from national land-based sources ends in the Ocean","2019","49.3","M","A","2022-02-02","-","-"
"Jamaica","Beach litter originating from national land-based sources ends in the Ocean","2020","50.1","M","A","2022-02-02","-","-"
"Jamaica","Beach litter originating from national land-based sources ends in the Ocean","2021","49.7","M","A","2022-02-02","-","-"
"Jamaica","Beach litter originating from national land-based sources ends in the Ocean","2022","48.8","M","A","2023-10-08","-","-"
"Japan","Beach litter originating from national land-based sources ends in the Ocean","2017","80.7","M","A","2022-02-02","-","-"
"Japan","Beach litter originating from national land-based sources ends in the Ocean","2018","81.9","M","A","2022-02-02","-","-"
"Japan","Beach litter originating from national land-based sources ends in the Ocean","2019","82.1","M","A","2022-02-02","-","-"
"Japan","Beach litter originating from national land-based sources ends in the Ocean","2020","83.3","M","A","2022-02-02","-","-"
"Japan","Beach litter originating from national land-based sources ends in the Ocean","2021","84.4","M","A","2022-02-02","-","-"
"Japan","Beach litter originating from national land-based sources ends in the Ocean","2022","85.4","M","A","2023-10-08","-","-"
"Kenya","Beach litter originating from national land-based sources ends in the Ocean","2017","48.1","M","A","2022-02-02","-","-"
"Kenya","Beach litter originating from national land-based sources ends in the Ocean","2018","47.6","M","A","2022-02-02","-","-"
"Kenya","Beach litter originating from national land-based sources ends in the Ocean","2019","47.6","M","A","2022-02-02","-","-"
"Kenya","Beach litter originating from national land-based sources ends in the Ocean","2020","52.5","M","A","2022-02-02","-","-"
"Kenya","Beach litter originating from national land-based sources ends in the Ocean","2021","49.5","M","A","2022-02-02","-","-"
"Kenya","Beach litter originating from national land-based sources ends in the Ocean","2022","46.6","M","A","2023-10-08","-","-"
"Kiribati","Beach litter originating from national land-based sources ends in the Ocean","2017","52.9","M","A","2022-02-02","-","-"
"Kiribati","Beach litter originating from national land-based sources ends in the Ocean","2018","55.6","M","A","2022-02-02","-","-"
"Kiribati","Beach litter originating from national land-based sources ends in the Ocean","2019","56.8","M","A","2022-02-02","-","-"
"Kiribati","Beach litter originating from national land-based sources ends in the Ocean","2020","57.9","M","A","2022-02-02","-","-"
"Kiribati","Beach litter originating from national land-based sources ends in the Ocean","2021","53.8","M","A","2022-02-02","-","-"
"Kiribati","Beach litter originating from national land-based sources ends in the Ocean","2022","57.5","M","A","2023-10-08","-","-"
"Kuwait","Beach litter originating from national land-based sources ends in the Ocean","2017","9.9","M","A","2022-02-02","-","-"
"Kuwait","Beach litter originating from national land-based sources ends in the Ocean","2018","8.1","M","A","2022-02-02","-","-"
"Kuwait","Beach litter originating from national land-based sources ends in the Ocean","2019","9.6","M","A","2022-02-02","-","-"
"Kuwait","Beach litter originating from national land-based sources ends in the Ocean","2020","9.7","M","A","2022-02-02","-","-"
"Kuwait","Beach litter originating from national land-based sources ends in the Ocean","2021","11.3","M","A","2022-02-02","-","-"
"Kuwait","Beach litter originating from national land-based sources ends in the Ocean","2022","6.1","M","A","2023-10-08","-","-"
"Latvia","Beach litter originating from national land-based sources ends in the Ocean","2017","0.5","M","A","2022-02-02","-","-"
"Latvia","Beach litter originating from national land-based sources ends in the Ocean","2018","11.2","M","A","2022-02-02","-","-"
"Latvia","Beach litter originating from national land-based sources ends in the Ocean","2019","0.9","M","A","2022-02-02","-","-"
"Latvia","Beach litter originating from national land-based sources ends in the Ocean","2020","2.7","M","A","2022-02-02","-","-"
"Latvia","Beach litter originating from national land-based sources ends in the Ocean","2021","11.2","M","A","2022-02-02","-","-"
"Latvia","Beach litter originating from national land-based sources ends in the Ocean","2022","6.6","M","A","2023-10-08","-","-"
"Lebanon","Beach litter originating from national land-based sources ends in the Ocean","2017","22.2","M","A","2022-02-02","-","-"
"Lebanon","Beach litter originating from national land-based sources ends in the Ocean","2018","28.3","M","A","2022-02-02","-","-"
"Lebanon","Beach litter originating from national land-based sources ends in the Ocean","2019","29.5","M","A","2022-02-02","-","-"
"Lebanon","Beach litter originating from national land-based sources ends in the Ocean","2020","24.4","M","A","2022-02-02","-","-"
"Lebanon","Beach litter originating from national land-based sources ends in the Ocean","2021","24.2","M","A","2022-02-02","-","-"
"Lebanon","Beach litter originating from national land-based sources ends in the Ocean","2022","18.7","M","A","2023-10-08","-","-"
"Liberia","Beach litter originating from national land-based sources ends in the Ocean","2017","0.3","M","A","2022-02-02","-","-"
"Liberia","Beach litter originating from national land-based sources ends in the Ocean","2018","1.2","M","A","2022-02-02","-","-"
"Liberia","Beach litter originating from national land-based sources ends in the Ocean","2019","0.9","M","A","2022-02-02","-","-"
"Liberia","Beach litter originating from national land-based sources ends in the Ocean","2020","0.2","M","A","2022-02-02","-","-"
"Liberia","Beach litter originating from national land-based sources ends in the Ocean","2021","0.4","M","A","2022-02-02","-","-"
"Liberia","Beach litter originating from national land-based sources ends in the Ocean","2022","0.5","M","A","2023-10-08","-","-"
"Libya","Beach litter originating from national land-based sources ends in the Ocean","2017","21","M","A","2022-02-02","-","-"
"Libya","Beach litter originating from national land-based sources ends in the Ocean","2018","26.1","M","A","2022-02-02","-","-"
"Libya","Beach litter originating from national land-based sources ends in the Ocean","2019","27.8","M","A","2022-02-02","-","-"
"Libya","Beach litter originating from national land-based sources ends in the Ocean","2020","21.7","M","A","2022-02-02","-","-"
"Libya","Beach litter originating from national land-based sources ends in the Ocean","2021","25.1","M","A","2022-02-02","-","-"
"Libya","Beach litter originating from national land-based sources ends in the Ocean","2022","20.9","M","A","2023-10-08","-","-"
"Lithuania","Beach litter originating from national land-based sources ends in the Ocean","2017","1.4","M","A","2022-02-02","-","-"
"Lithuania","Beach litter originating from national land-based sources ends in the Ocean","2018","18.7","M","A","2022-02-02","-","-"
"Lithuania","Beach litter originating from national land-based sources ends in the Ocean","2019","6.5","M","A","2022-02-02","-","-"
"Lithuania","Beach litter originating from national land-based sources ends in the Ocean","2020","8.8","M","A","2022-02-02","-","-"
"Lithuania","Beach litter originating from national land-based sources ends in the Ocean","2021","13.6","M","A","2022-02-02","-","-"
"Lithuania","Beach litter originating from national land-based sources ends in the Ocean","2022","12","M","A","2023-10-08","-","-"
"Madagascar","Beach litter originating from national land-based sources ends in the Ocean","2017","44","M","A","2022-02-02","-","-"
"Madagascar","Beach litter originating from national land-based sources ends in the Ocean","2018","43.3","M","A","2022-02-02","-","-"
"Madagascar","Beach litter originating from national land-based sources ends in the Ocean","2019","44.7","M","A","2022-02-02","-","-"
"Madagascar","Beach litter originating from national land-based sources ends in the Ocean","2020","43.3","M","A","2022-02-02","-","-"
"Madagascar","Beach litter originating from national land-based sources ends in the Ocean","2021","43.4","M","A","2022-02-02","-","-"
"Madagascar","Beach litter originating from national land-based sources ends in the Ocean","2022","44.8","M","A","2023-10-08","-","-"
"Malaysia","Beach litter originating from national land-based sources ends in the Ocean","2017","41.5","M","A","2022-02-02","-","-"
"Malaysia","Beach litter originating from national land-based sources ends in the Ocean","2018","39","M","A","2022-02-02","-","-"
"Malaysia","Beach litter originating from national land-based sources ends in the Ocean","2019","39.1","M","A","2022-02-02","-","-"
"Malaysia","Beach litter originating from national land-based sources ends in the Ocean","2020","41.5","M","A","2022-02-02","-","-"
"Malaysia","Beach litter originating from national land-based sources ends in the Ocean","2021","40.9","M","A","2022-02-02","-","-"
"Malaysia","Beach litter originating from national land-based sources ends in the Ocean","2022","40.8","M","A","2023-10-08","-","-"
"Maldives","Beach litter originating from national land-based sources ends in the Ocean","2017","49.5","M","A","2022-02-02","-","-"
"Maldives","Beach litter originating from national land-based sources ends in the Ocean","2018","48.8","M","A","2022-02-02","-","-"
"Maldives","Beach litter originating from national land-based sources ends in the Ocean","2019","53.4","M","A","2022-02-02","-","-"
"Maldives","Beach litter originating from national land-based sources ends in the Ocean","2020","57.8","M","A","2022-02-02","-","-"
"Maldives","Beach litter originating from national land-based sources ends in the Ocean","2021","50","M","A","2022-02-02","-","-"
"Maldives","Beach litter originating from national land-based sources ends in the Ocean","2022","47","M","A","2023-10-08","-","-"
"Malta","Beach litter originating from national land-based sources ends in the Ocean","2017","30.7","M","A","2022-02-02","-","-"
"Malta","Beach litter originating from national land-based sources ends in the Ocean","2018","38.8","M","A","2022-02-02","-","-"
"Malta","Beach litter originating from national land-based sources ends in the Ocean","2019","29.6","M","A","2022-02-02","-","-"
"Malta","Beach litter originating from national land-based sources ends in the Ocean","2020","29.5","M","A","2022-02-02","-","-"
"Malta","Beach litter originating from national land-based sources ends in the Ocean","2021","33.8","M","A","2022-02-02","-","-"
"Malta","Beach litter originating from national land-based sources ends in the Ocean","2022","28.2","M","A","2023-10-08","-","-"
"Mauritania","Beach litter originating from national land-based sources ends in the Ocean","2017","34.4","M","A","2022-02-02","-","-"
"Mauritania","Beach litter originating from national land-based sources ends in the Ocean","2018","32.2","M","A","2022-02-02","-","-"
"Mauritania","Beach litter originating from national land-based sources ends in the Ocean","2019","30.3","M","A","2022-02-02","-","-"
"Mauritania","Beach litter originating from national land-based sources ends in the Ocean","2020","31.4","M","A","2022-02-02","-","-"
"Mauritania","Beach litter originating from national land-based sources ends in the Ocean","2021","30","M","A","2022-02-02","-","-"
"Mauritania","Beach litter originating from national land-based sources ends in the Ocean","2022","32.7","M","A","2023-10-08","-","-"
"Mauritius","Beach litter originating from national land-based sources ends in the Ocean","2017","65","M","A","2022-02-02","-","-"
"Mauritius","Beach litter originating from national land-based sources ends in the Ocean","2018","67.3","M","A","2022-02-02","-","-"
"Mauritius","Beach litter originating from national land-based sources ends in the Ocean","2019","65.8","M","A","2022-02-02","-","-"
"Mauritius","Beach litter originating from national land-based sources ends in the Ocean","2020","63.5","M","A","2022-02-02","-","-"
"Mauritius","Beach litter originating from national land-based sources ends in the Ocean","2021","65","M","A","2022-02-02","-","-"
"Mauritius","Beach litter originating from national land-based sources ends in the Ocean","2022","68.7","M","A","2023-10-08","-","-"
"Mexico","Beach litter originating from national land-based sources ends in the Ocean","2017","39.7","M","A","2022-02-02","-","-"
"Mexico","Beach litter originating from national land-based sources ends in the Ocean","2018","41.8","M","A","2022-02-02","-","-"
"Mexico","Beach litter originating from national land-based sources ends in the Ocean","2019","40.6","M","A","2022-02-02","-","-"
"Mexico","Beach litter originating from national land-based sources ends in the Ocean","2020","37.6","M","A","2022-02-02","-","-"
"Mexico","Beach litter originating from national land-based sources ends in the Ocean","2021","35.6","M","A","2022-02-02","-","-"
"Mexico","Beach litter originating from national land-based sources ends in the Ocean","2022","37.5","M","A","2023-10-08","-","-"
"Micronesia (Federated States of)","Beach litter originating from national land-based sources ends in the Ocean","2017","53","M","A","2022-02-02","-","-"
"Micronesia (Federated States of)","Beach litter originating from national land-based sources ends in the Ocean","2018","49.2","M","A","2022-02-02","-","-"
"Micronesia (Federated States of)","Beach litter originating from national land-based sources ends in the Ocean","2019","51","M","A","2022-02-02","-","-"
"Micronesia (Federated States of)","Beach litter originating from national land-based sources ends in the Ocean","2020","48.6","M","A","2022-02-02","-","-"
"Micronesia (Federated States of)","Beach litter originating from national land-based sources ends in the Ocean","2021","49.2","M","A","2022-02-02","-","-"
"Micronesia (Federated States of)","Beach litter originating from national land-based sources ends in the Ocean","2022","48.2","M","A","2023-10-08","-","-"
"Montenegro","Beach litter originating from national land-based sources ends in the Ocean","2017","41.7","M","A","2022-02-02","-","-"
"Montenegro","Beach litter originating from national land-based sources ends in the Ocean","2018","38.4","M","A","2022-02-02","-","-"
"Montenegro","Beach litter originating from national land-based sources ends in the Ocean","2019","39.3","M","A","2022-02-02","-","-"
"Montenegro","Beach litter originating from national land-based sources ends in the Ocean","2020","36.9","M","A","2022-02-02","-","-"
"Montenegro","Beach litter originating from national land-based sources ends in the Ocean","2021","37.1","M","A","2022-02-02","-","-"
"Montenegro","Beach litter originating from national land-based sources ends in the Ocean","2022","36.9","M","A","2023-10-08","-","-"
"Morocco","Beach litter originating from national land-based sources ends in the Ocean","2017","57.8","M","A","2022-02-02","-","-"
"Morocco","Beach litter originating from national land-based sources ends in the Ocean","2018","57.3","M","A","2022-02-02","-","-"
"Morocco","Beach litter originating from national land-based sources ends in the Ocean","2019","52.6","M","A","2022-02-02","-","-"
"Morocco","Beach litter originating from national land-based sources ends in the Ocean","2020","55.8","M","A","2022-02-02","-","-"
"Morocco","Beach litter originating from national land-based sources ends in the Ocean","2021","54.4","M","A","2022-02-02","-","-"
"Morocco","Beach litter originating from national land-based sources ends in the Ocean","2022","56.8","M","A","2023-10-08","-","-"
"Mozambique","Beach litter originating from national land-based sources ends in the Ocean","2017","35.4","M","A","2022-02-02","-","-"
"Mozambique","Beach litter originating from national land-based sources ends in the Ocean","2018","36.6","M","A","2022-02-02","-","-"
"Mozambique","Beach litter originating from national land-based sources ends in the Ocean","2019","35.6","M","A","2022-02-02","-","-"
"Mozambique","Beach litter originating from national land-based sources ends in the Ocean","2020","36.7","M","A","2022-02-02","-","-"
"Mozambique","Beach litter originating from national land-based sources ends in the Ocean","2021","37.6","M","A","2022-02-02","-","-"
"Mozambique","Beach litter originating from national land-based sources ends in the Ocean","2022","37.8","M","A","2023-10-08","-","-"
"Myanmar","Beach litter originating from national land-based sources ends in the Ocean","2017","37.9","M","A","2022-02-02","-","-"
"Myanmar","Beach litter originating from national land-based sources ends in the Ocean","2018","36.1","M","A","2022-02-02","-","-"
"Myanmar","Beach litter originating from national land-based sources ends in the Ocean","2019","35.6","M","A","2022-02-02","-","-"
"Myanmar","Beach litter originating from national land-based sources ends in the Ocean","2020","35.5","M","A","2022-02-02","-","-"
"Myanmar","Beach litter originating from national land-based sources ends in the Ocean","2021","32.6","M","A","2022-02-02","-","-"
"Myanmar","Beach litter originating from national land-based sources ends in the Ocean","2022","31.9","M","A","2023-10-08","-","-"
"Namibia","Beach litter originating from national land-based sources ends in the Ocean","2017","29.2","M","A","2022-02-02","-","-"
"Namibia","Beach litter originating from national land-based sources ends in the Ocean","2018","23.1","M","A","2022-02-02","-","-"
"Namibia","Beach litter originating from national land-based sources ends in the Ocean","2019","24.4","M","A","2022-02-02","-","-"
"Namibia","Beach litter originating from national land-based sources ends in the Ocean","2020","22.8","M","A","2022-02-02","-","-"
"Namibia","Beach litter originating from national land-based sources ends in the Ocean","2021","19.1","M","A","2022-02-02","-","-"
"Namibia","Beach litter originating from national land-based sources ends in the Ocean","2022","18.2","M","A","2023-10-08","-","-"
"Netherlands","Beach litter originating from national land-based sources ends in the Ocean","2017","12.5","M","A","2022-02-02","-","-"
