"Country Name","Indicator Name","Year","Observation Value","Nature","Obs_Status","Date Updated","Country Files","Footnote"
"Gabon","Beach litter originating from national land-based sources ends in the Ocean","2020","14","M","A","2022-02-02","-","-"
"Gabon","Beach litter originating from national land-based sources ends in the Ocean","2021","17","M","A","2022-02-02","-","-"
"Gabon","Beach litter originating from national land-based sources ends in the Ocean","2022","18","M","A","2023-10-08","-","-"
"Gambia","Beach litter originating from national land-based sources ends in the Ocean","2017","3857","M","A","2022-02-02","-","-"
"Gambia","Beach litter originating from national land-based sources ends in the Ocean","2018","3224","M","A","2022-02-02","-","-"
"Gambia","Beach litter originating from national land-based sources ends in the Ocean","2019","2985","M","A","2022-02-02","-","-"
"Gambia","Beach litter originating from national land-based sources ends in the Ocean","2020","2712","M","A","2022-02-02","-","-"
"Gambia","Beach litter originating from national land-based sources ends in the Ocean","2021","1982","M","A","2022-02-02","-","-"
"Gambia","Beach litter originating from national land-based sources ends in the Ocean","2022","2913","M","A","2023-10-08","-","-"
"Georgia","Beach litter originating from national land-based sources ends in the Ocean","2017","487","M","A","2022-02-02","-","-"
"Georgia","Beach litter originating from national land-based sources ends in the Ocean","2018","415","M","A","2022-02-02","-","-"
"Georgia","Beach litter originating from national land-based sources ends in the Ocean","2019","445","M","A","2022-02-02","-","-"
"Georgia","Beach litter originating from national land-based sources ends in the Ocean","2020","429","M","A","2022-02-02","-","-"
"Georgia","Beach litter originating from national land-based sources ends in the Ocean","2021","474","M","A","2022-02-02","-","-"
"Georgia","Beach litter originating from national land-based sources ends in the Ocean","2022","466","M","A","2023-10-08","-","-"
"Germany","Beach litter originating from national land-based sources ends in the Ocean","2017","212","M","A","2022-02-02","-","-"
"Germany","Beach litter originating from national land-based sources ends in the Ocean","2018","543","M","A","2022-02-02","-","-"
"Germany","Beach litter originating from national land-based sources ends in the Ocean","2019","420","M","A","2022-02-02","-","-"
"Germany","Beach litter originating from national land-based sources ends in the Ocean","2020","312","M","A","2022-02-02","-","-"
"Germany","Beach litter originating from national land-based sources ends in the Ocean","2021","356","M","A","2022-02-02","-","-"
"Germany","Beach litter originating from national land-based sources ends in the Ocean","2022","472","M","A","2023-10-08","-","-"
"Ghana","Beach litter originating from national land-based sources ends in the Ocean","2017","1607","M","A","2022-02-02","-","-"
"Ghana","Beach litter originating from national land-based sources ends in the Ocean","2018","2131","M","A","2022-02-02","-","-"
"Ghana","Beach litter originating from national land-based sources ends in the Ocean","2019","1112","M","A","2022-02-02","-","-"
"Ghana","Beach litter originating from national land-based sources ends in the Ocean","2020","2814","M","A","2022-02-02","-","-"
"Ghana","Beach litter originating from national land-based sources ends in the Ocean","2021","312","M","A","2022-02-02","-","-"
"Ghana","Beach litter originating from national land-based sources ends in the Ocean","2022","2079","M","A","2023-10-08","-","-"
"Greece","Beach litter originating from national land-based sources ends in the Ocean","2017","6053","M","A","2022-02-02","-","-"
"Greece","Beach litter originating from national land-based sources ends in the Ocean","2018","7512","M","A","2022-02-02","-","-"
"Greece","Beach litter originating from national land-based sources ends in the Ocean","2019","9794","M","A","2022-02-02","-","-"
"Greece","Beach litter originating from national land-based sources ends in the Ocean","2020","7634","M","A","2022-02-02","-","-"
"Greece","Beach litter originating from national land-based sources ends in the Ocean","2021","8266","M","A","2022-02-02","-","-"
"Greece","Beach litter originating from national land-based sources ends in the Ocean","2022","6775","M","A","2023-10-08","-","-"
"Grenada","Beach litter originating from national land-based sources ends in the Ocean","2017","311","M","A","2022-02-02","-","-"
"Grenada","Beach litter originating from national land-based sources ends in the Ocean","2018","348","M","A","2022-02-02","-","-"
"Grenada","Beach litter originating from national land-based sources ends in the Ocean","2019","362","M","A","2022-02-02","-","-"
"Grenada","Beach litter originating from national land-based sources ends in the Ocean","2020","375","M","A","2022-02-02","-","-"
"Grenada","Beach litter originating from national land-based sources ends in the Ocean","2021","366","M","A","2022-02-02","-","-"
"Grenada","Beach litter originating from national land-based sources ends in the Ocean","2022","379","M","A","2023-10-08","-","-"
"Guatemala","Beach litter originating from national land-based sources ends in the Ocean","2017","15741","M","A","2022-02-02","-","-"
"Guatemala","Beach litter originating from national land-based sources ends in the Ocean","2018","17934","M","A","2022-02-02","-","-"
"Guatemala","Beach litter originating from national land-based sources ends in the Ocean","2019","20933","M","A","2022-02-02","-","-"
"Guatemala","Beach litter originating from national land-based sources ends in the Ocean","2020","20233","M","A","2022-02-02","-","-"
"Guatemala","Beach litter originating from national land-based sources ends in the Ocean","2021","19962","M","A","2022-02-02","-","-"
"Guatemala","Beach litter originating from national land-based sources ends in the Ocean","2022","18960","M","A","2023-10-08","-","-"
"Guinea","Beach litter originating from national land-based sources ends in the Ocean","2017","77","M","A","2022-02-02","-","-"
"Guinea","Beach litter originating from national land-based sources ends in the Ocean","2018","57","M","A","2022-02-02","-","-"
"Guinea","Beach litter originating from national land-based sources ends in the Ocean","2019","173","M","A","2022-02-02","-","-"
"Guinea","Beach litter originating from national land-based sources ends in the Ocean","2020","39","M","A","2022-02-02","-","-"
"Guinea","Beach litter originating from national land-based sources ends in the Ocean","2021","32","M","A","2022-02-02","-","-"
"Guinea","Beach litter originating from national land-based sources ends in the Ocean","2022","44","M","A","2023-10-08","-","-"
"Guinea-Bissau","Beach litter originating from national land-based sources ends in the Ocean","2017","1172","M","A","2022-02-02","-","-"
"Guinea-Bissau","Beach litter originating from national land-based sources ends in the Ocean","2018","532","M","A","2022-02-02","-","-"
"Guinea-Bissau","Beach litter originating from national land-based sources ends in the Ocean","2019","634","M","A","2022-02-02","-","-"
"Guinea-Bissau","Beach litter originating from national land-based sources ends in the Ocean","2020","478","M","A","2022-02-02","-","-"
"Guinea-Bissau","Beach litter originating from national land-based sources ends in the Ocean","2021","211","M","A","2022-02-02","-","-"
"Guinea-Bissau","Beach litter originating from national land-based sources ends in the Ocean","2022","173","M","A","2023-10-08","-","-"
"Guyana","Beach litter originating from national land-based sources ends in the Ocean","2017","1723","M","A","2022-02-02","-","-"
"Guyana","Beach litter originating from national land-based sources ends in the Ocean","2018","1050","M","A","2022-02-02","-","-"
"Guyana","Beach litter originating from national land-based sources ends in the Ocean","2019","1826","M","A","2022-02-02","-","-"
"Guyana","Beach litter originating from national land-based sources ends in the Ocean","2020","3561","M","A","2022-02-02","-","-"
"Guyana","Beach litter originating from national land-based sources ends in the Ocean","2021","3050","M","A","2022-02-02","-","-"
"Guyana","Beach litter originating from national land-based sources ends in the Ocean","2022","3806","M","A","2023-10-08","-","-"
"Haiti","Beach litter originating from national land-based sources ends in the Ocean","2017","52423","M","A","2022-02-02","-","-"
"Haiti","Beach litter originating from national land-based sources ends in the Ocean","2018","55041","M","A","2022-02-02","-","-"
"Haiti","Beach litter originating from national land-based sources ends in the Ocean","2019","52496","M","A","2022-02-02","-","-"
"Haiti","Beach litter originating from national land-based sources ends in the Ocean","2020","58590","M","A","2022-02-02","-","-"
"Haiti","Beach litter originating from national land-based sources ends in the Ocean","2021","58845","M","A","2022-02-02","-","-"
"Haiti","Beach litter originating from national land-based sources ends in the Ocean","2022","61482","M","A","2023-10-08","-","-"
"Honduras","Beach litter originating from national land-based sources ends in the Ocean","2017","886","M","A","2022-02-02","-","-"
"Honduras","Beach litter originating from national land-based sources ends in the Ocean","2018","1635","M","A","2022-02-02","-","-"
"Honduras","Beach litter originating from national land-based sources ends in the Ocean","2019","1411","M","A","2022-02-02","-","-"
"Honduras","Beach litter originating from national land-based sources ends in the Ocean","2020","597","M","A","2022-02-02","-","-"
"Honduras","Beach litter originating from national land-based sources ends in the Ocean","2021","1411","M","A","2022-02-02","-","-"
"Honduras","Beach litter originating from national land-based sources ends in the Ocean","2022","2208","M","A","2023-10-08","-","-"
"Iceland","Beach litter originating from national land-based sources ends in the Ocean","2017","27","M","A","2022-02-02","-","-"
"Iceland","Beach litter originating from national land-based sources ends in the Ocean","2018","24","M","A","2022-02-02","-","-"
"Iceland","Beach litter originating from national land-based sources ends in the Ocean","2019","24","M","A","2022-02-02","-","-"
"Iceland","Beach litter originating from national land-based sources ends in the Ocean","2020","21","M","A","2022-02-02","-","-"
"Iceland","Beach litter originating from national land-based sources ends in the Ocean","2021","24","M","A","2022-02-02","-","-"
"Iceland","Beach litter originating from national land-based sources ends in the Ocean","2022","24","M","A","2023-10-08","-","-"
"India","Beach litter originating from national land-based sources ends in the Ocean","2017","543137","M","A","2022-02-02","-","-"
"India","Beach litter originating from national land-based sources ends in the Ocean","2018","540554","M","A","2022-02-02","-","-"
"India","Beach litter originating from national land-based sources ends in the Ocean","2019","555142","M","A","2022-02-02","-","-"
"India","Beach litter originating from national land-based sources ends in the Ocean","2020","573567","M","A","2022-02-02","-","-"
"India","Beach litter originating from national land-based sources ends in the Ocean","2021","543740","M","A","2022-02-02","-","-"
"India","Beach litter originating from national land-based sources ends in the Ocean","2022","564589","M","A","2023-10-08","-","-"
"Indonesia","Beach litter originating from national land-based sources ends in the Ocean","2017","342552","M","A","2022-02-02","-","-"
"Indonesia","Beach litter originating from national land-based sources ends in the Ocean","2018","334591","M","A","2022-02-02","-","-"
"Indonesia","Beach litter originating from national land-based sources ends in the Ocean","2019","327188","M","A","2022-02-02","-","-"
"Indonesia","Beach litter originating from national land-based sources ends in the Ocean","2020","437643","M","A","2022-02-02","-","-"
"Indonesia","Beach litter originating from national land-based sources ends in the Ocean","2021","438617","M","A","2022-02-02","-","-"
"Indonesia","Beach litter originating from national land-based sources ends in the Ocean","2022","447200","M","A","2023-10-08","-","-"
"Iran (Islamic Republic of)","Beach litter originating from national land-based sources ends in the Ocean","2017","1224","M","A","2022-02-02","-","-"
"Iran (Islamic Republic of)","Beach litter originating from national land-based sources ends in the Ocean","2018","1228","M","A","2022-02-02","-","-"
"Iran (Islamic Republic of)","Beach litter originating from national land-based sources ends in the Ocean","2019","1174","M","A","2022-02-02","-","-"
"Iran (Islamic Republic of)","Beach litter originating from national land-based sources ends in the Ocean","2020","1086","M","A","2022-02-02","-","-"
"Iran (Islamic Republic of)","Beach litter originating from national land-based sources ends in the Ocean","2021","1267","M","A","2022-02-02","-","-"
"Iran (Islamic Republic of)","Beach litter originating from national land-based sources ends in the Ocean","2022","1292","M","A","2023-10-08","-","-"
"Ireland","Beach litter originating from national land-based sources ends in the Ocean","2017","50","M","A","2022-02-02","-","-"
"Ireland","Beach litter originating from national land-based sources ends in the Ocean","2018","70","M","A","2022-02-02","-","-"
"Ireland","Beach litter originating from national land-based sources ends in the Ocean","2019","135","M","A","2022-02-02","-","-"
"Ireland","Beach litter originating from national land-based sources ends in the Ocean","2020","105","M","A","2022-02-02","-","-"
"Ireland","Beach litter originating from national land-based sources ends in the Ocean","2021","170","M","A","2022-02-02","-","-"
"Ireland","Beach litter originating from national land-based sources ends in the Ocean","2022","114","M","A","2023-10-08","-","-"
"Israel","Beach litter originating from national land-based sources ends in the Ocean","2017","546","M","A","2022-02-02","-","-"
"Israel","Beach litter originating from national land-based sources ends in the Ocean","2018","836","M","A","2022-02-02","-","-"
"Israel","Beach litter originating from national land-based sources ends in the Ocean","2019","843","M","A","2022-02-02","-","-"
"Israel","Beach litter originating from national land-based sources ends in the Ocean","2020","742","M","A","2022-02-02","-","-"
"Israel","Beach litter originating from national land-based sources ends in the Ocean","2021","777","M","A","2022-02-02","-","-"
"Israel","Beach litter originating from national land-based sources ends in the Ocean","2022","615","M","A","2023-10-08","-","-"
"Italy","Beach litter originating from national land-based sources ends in the Ocean","2017","2973","M","A","2022-02-02","-","-"
"Italy","Beach litter originating from national land-based sources ends in the Ocean","2018","3495","M","A","2022-02-02","-","-"
"Italy","Beach litter originating from national land-based sources ends in the Ocean","2019","3520","M","A","2022-02-02","-","-"
"Italy","Beach litter originating from national land-based sources ends in the Ocean","2020","2907","M","A","2022-02-02","-","-"
"Italy","Beach litter originating from national land-based sources ends in the Ocean","2021","3175","M","A","2022-02-02","-","-"
"Italy","Beach litter originating from national land-based sources ends in the Ocean","2022","3038","M","A","2023-10-08","-","-"
"Jamaica","Beach litter originating from national land-based sources ends in the Ocean","2017","14558","M","A","2022-02-02","-","-"
"Jamaica","Beach litter originating from national land-based sources ends in the Ocean","2018","15683","M","A","2022-02-02","-","-"
"Jamaica","Beach litter originating from national land-based sources ends in the Ocean","2019","15821","M","A","2022-02-02","-","-"
"Jamaica","Beach litter originating from national land-based sources ends in the Ocean","2020","16511","M","A","2022-02-02","-","-"
"Jamaica","Beach litter originating from national land-based sources ends in the Ocean","2021","16747","M","A","2022-02-02","-","-"
"Jamaica","Beach litter originating from national land-based sources ends in the Ocean","2022","16752","M","A","2023-10-08","-","-"
"Japan","Beach litter originating from national land-based sources ends in the Ocean","2017","13342","M","A","2022-02-02","-","-"
"Japan","Beach litter originating from national land-based sources ends in the Ocean","2018","14157","M","A","2022-02-02","-","-"
"Japan","Beach litter originating from national land-based sources ends in the Ocean","2019","14697","M","A","2022-02-02","-","-"
"Japan","Beach litter originating from national land-based sources ends in the Ocean","2020","15330","M","A","2022-02-02","-","-"
"Japan","Beach litter originating from national land-based sources ends in the Ocean","2021","15894","M","A","2022-02-02","-","-"
"Japan","Beach litter originating from national land-based sources ends in the Ocean","2022","16369","M","A","2023-10-08","-","-"
"Kenya","Beach litter originating from national land-based sources ends in the Ocean","2017","6727","M","A","2022-02-02","-","-"
"Kenya","Beach litter originating from national land-based sources ends in the Ocean","2018","6968","M","A","2022-02-02","-","-"
"Kenya","Beach litter originating from national land-based sources ends in the Ocean","2019","7223","M","A","2022-02-02","-","-"
"Kenya","Beach litter originating from national land-based sources ends in the Ocean","2020","8185","M","A","2022-02-02","-","-"
"Kenya","Beach litter originating from national land-based sources ends in the Ocean","2021","7888","M","A","2022-02-02","-","-"
"Kenya","Beach litter originating from national land-based sources ends in the Ocean","2022","7559","M","A","2023-10-08","-","-"
"Kiribati","Beach litter originating from national land-based sources ends in the Ocean","2017","18","M","A","2022-02-02","-","-"
"Kiribati","Beach litter originating from national land-based sources ends in the Ocean","2018","20","M","A","2022-02-02","-","-"
"Kiribati","Beach litter originating from national land-based sources ends in the Ocean","2019","21","M","A","2022-02-02","-","-"
"Kiribati","Beach litter originating from national land-based sources ends in the Ocean","2020","22","M","A","2022-02-02","-","-"
"Kiribati","Beach litter originating from national land-based sources ends in the Ocean","2021","21","M","A","2022-02-02","-","-"
"Kiribati","Beach litter originating from national land-based sources ends in the Ocean","2022","23","M","A","2023-10-08","-","-"
"Kuwait","Beach litter originating from national land-based sources ends in the Ocean","2017","1293","M","A","2022-02-02","-","-"
"Kuwait","Beach litter originating from national land-based sources ends in the Ocean","2018","1107","M","A","2022-02-02","-","-"
"Kuwait","Beach litter originating from national land-based sources ends in the Ocean","2019","1346","M","A","2022-02-02","-","-"
"Kuwait","Beach litter originating from national land-based sources ends in the Ocean","2020","1402","M","A","2022-02-02","-","-"
"Kuwait","Beach litter originating from national land-based sources ends in the Ocean","2021","1669","M","A","2022-02-02","-","-"
"Kuwait","Beach litter originating from national land-based sources ends in the Ocean","2022","923","M","A","2023-10-08","-","-"
"Latvia","Beach litter originating from national land-based sources ends in the Ocean","2017","1","M","A","2022-02-02","-","-"
"Latvia","Beach litter originating from national land-based sources ends in the Ocean","2018","23","M","A","2022-02-02","-","-"
"Latvia","Beach litter originating from national land-based sources ends in the Ocean","2019","2","M","A","2022-02-02","-","-"
"Latvia","Beach litter originating from national land-based sources ends in the Ocean","2020","6","M","A","2022-02-02","-","-"
"Latvia","Beach litter originating from national land-based sources ends in the Ocean","2021","25","M","A","2022-02-02","-","-"
"Latvia","Beach litter originating from national land-based sources ends in the Ocean","2022","15","M","A","2023-10-08","-","-"
"Lebanon","Beach litter originating from national land-based sources ends in the Ocean","2017","5635","M","A","2022-02-02","-","-"
"Lebanon","Beach litter originating from national land-based sources ends in the Ocean","2018","7542","M","A","2022-02-02","-","-"
"Lebanon","Beach litter originating from national land-based sources ends in the Ocean","2019","8142","M","A","2022-02-02","-","-"
"Lebanon","Beach litter originating from national land-based sources ends in the Ocean","2020","6918","M","A","2022-02-02","-","-"
"Lebanon","Beach litter originating from national land-based sources ends in the Ocean","2021","7013","M","A","2022-02-02","-","-"
"Lebanon","Beach litter originating from national land-based sources ends in the Ocean","2022","5510","M","A","2023-10-08","-","-"
"Liberia","Beach litter originating from national land-based sources ends in the Ocean","2017","41","M","A","2022-02-02","-","-"
"Liberia","Beach litter originating from national land-based sources ends in the Ocean","2018","168","M","A","2022-02-02","-","-"
"Liberia","Beach litter originating from national land-based sources ends in the Ocean","2019","131","M","A","2022-02-02","-","-"
"Liberia","Beach litter originating from national land-based sources ends in the Ocean","2020","23","M","A","2022-02-02","-","-"
"Liberia","Beach litter originating from national land-based sources ends in the Ocean","2021","58","M","A","2022-02-02","-","-"
"Liberia","Beach litter originating from national land-based sources ends in the Ocean","2022","79","M","A","2023-10-08","-","-"
"Libya","Beach litter originating from national land-based sources ends in the Ocean","2017","19733","M","A","2022-02-02","-","-"
"Libya","Beach litter originating from national land-based sources ends in the Ocean","2018","25684","M","A","2022-02-02","-","-"
"Libya","Beach litter originating from national land-based sources ends in the Ocean","2019","28309","M","A","2022-02-02","-","-"
"Libya","Beach litter originating from national land-based sources ends in the Ocean","2020","22757","M","A","2022-02-02","-","-"
"Libya","Beach litter originating from national land-based sources ends in the Ocean","2021","26865","M","A","2022-02-02","-","-"
"Libya","Beach litter originating from national land-based sources ends in the Ocean","2022","22771","M","A","2023-10-08","-","-"
"Lithuania","Beach litter originating from national land-based sources ends in the Ocean","2017","1","M","A","2022-02-02","-","-"
"Lithuania","Beach litter originating from national land-based sources ends in the Ocean","2018","14","M","A","2022-02-02","-","-"
"Lithuania","Beach litter originating from national land-based sources ends in the Ocean","2019","5","M","A","2022-02-02","-","-"
"Lithuania","Beach litter originating from national land-based sources ends in the Ocean","2020","7","M","A","2022-02-02","-","-"
"Lithuania","Beach litter originating from national land-based sources ends in the Ocean","2021","11","M","A","2022-02-02","-","-"
"Lithuania","Beach litter originating from national land-based sources ends in the Ocean","2022","10","M","A","2023-10-08","-","-"
"Madagascar","Beach litter originating from national land-based sources ends in the Ocean","2017","1565","M","A","2022-02-02","-","-"
"Madagascar","Beach litter originating from national land-based sources ends in the Ocean","2018","1611","M","A","2022-02-02","-","-"
"Madagascar","Beach litter originating from national land-based sources ends in the Ocean","2019","1721","M","A","2022-02-02","-","-"
"Madagascar","Beach litter originating from national land-based sources ends in the Ocean","2020","1714","M","A","2022-02-02","-","-"
"Madagascar","Beach litter originating from national land-based sources ends in the Ocean","2021","1760","M","A","2022-02-02","-","-"
"Madagascar","Beach litter originating from national land-based sources ends in the Ocean","2022","1849","M","A","2023-10-08","-","-"
"Malaysia","Beach litter originating from national land-based sources ends in the Ocean","2017","209217","M","A","2022-02-02","-","-"
"Malaysia","Beach litter originating from national land-based sources ends in the Ocean","2018","205600","M","A","2022-02-02","-","-"
"Malaysia","Beach litter originating from national land-based sources ends in the Ocean","2019","213562","M","A","2022-02-02","-","-"
"Malaysia","Beach litter originating from national land-based sources ends in the Ocean","2020","232841","M","A","2022-02-02","-","-"
"Malaysia","Beach litter originating from national land-based sources ends in the Ocean","2021","234941","M","A","2022-02-02","-","-"
"Malaysia","Beach litter originating from national land-based sources ends in the Ocean","2022","238385","M","A","2023-10-08","-","-"
"Maldives","Beach litter originating from national land-based sources ends in the Ocean","2017","100","M","A","2022-02-02","-","-"
"Maldives","Beach litter originating from national land-based sources ends in the Ocean","2018","103","M","A","2022-02-02","-","-"
"Maldives","Beach litter originating from national land-based sources ends in the Ocean","2019","117","M","A","2022-02-02","-","-"
"Maldives","Beach litter originating from national land-based sources ends in the Ocean","2020","130","M","A","2022-02-02","-","-"
"Maldives","Beach litter originating from national land-based sources ends in the Ocean","2021","115","M","A","2022-02-02","-","-"
"Maldives","Beach litter originating from national land-based sources ends in the Ocean","2022","110","M","A","2023-10-08","-","-"
"Malta","Beach litter originating from national land-based sources ends in the Ocean","2017","43","M","A","2022-02-02","-","-"
"Malta","Beach litter originating from national land-based sources ends in the Ocean","2018","57","M","A","2022-02-02","-","-"
"Malta","Beach litter originating from national land-based sources ends in the Ocean","2019","45","M","A","2022-02-02","-","-"
"Malta","Beach litter originating from national land-based sources ends in the Ocean","2020","46","M","A","2022-02-02","-","-"
"Malta","Beach litter originating from national land-based sources ends in the Ocean","2021","54","M","A","2022-02-02","-","-"
"Malta","Beach litter originating from national land-based sources ends in the Ocean","2022","46","M","A","2023-10-08","-","-"
"Mauritania","Beach litter originating from national land-based sources ends in the Ocean","2017","1293","M","A","2022-02-02","-","-"
"Mauritania","Beach litter originating from national land-based sources ends in the Ocean","2018","1266","M","A","2022-02-02","-","-"
"Mauritania","Beach litter originating from national land-based sources ends in the Ocean","2019","1234","M","A","2022-02-02","-","-"
"Mauritania","Beach litter originating from national land-based sources ends in the Ocean","2020","1318","M","A","2022-02-02","-","-"
"Mauritania","Beach litter originating from national land-based sources ends in the Ocean","2021","1286","M","A","2022-02-02","-","-"
"Mauritania","Beach litter originating from national land-based sources ends in the Ocean","2022","1427","M","A","2023-10-08","-","-"
"Mauritius","Beach litter originating from national land-based sources ends in the Ocean","2017","93","M","A","2022-02-02","-","-"
"Mauritius","Beach litter originating from national land-based sources ends in the Ocean","2018","101","M","A","2022-02-02","-","-"
"Mauritius","Beach litter originating from national land-based sources ends in the Ocean","2019","102","M","A","2022-02-02","-","-"
"Mauritius","Beach litter originating from national land-based sources ends in the Ocean","2020","101","M","A","2022-02-02","-","-"
"Mauritius","Beach litter originating from national land-based sources ends in the Ocean","2021","106","M","A","2022-02-02","-","-"
"Mauritius","Beach litter originating from national land-based sources ends in the Ocean","2022","114","M","A","2023-10-08","-","-"
"Mexico","Beach litter originating from national land-based sources ends in the Ocean","2017","19131","M","A","2022-02-02","-","-"
"Mexico","Beach litter originating from national land-based sources ends in the Ocean","2018","21051","M","A","2022-02-02","-","-"
"Mexico","Beach litter originating from national land-based sources ends in the Ocean","2019","21211","M","A","2022-02-02","-","-"
"Mexico","Beach litter originating from national land-based sources ends in the Ocean","2020","20162","M","A","2022-02-02","-","-"
"Mexico","Beach litter originating from national land-based sources ends in the Ocean","2021","19538","M","A","2022-02-02","-","-"
"Mexico","Beach litter originating from national land-based sources ends in the Ocean","2022","20955","M","A","2023-10-08","-","-"
"Micronesia (Federated States of)","Beach litter originating from national land-based sources ends in the Ocean","2017","167","M","A","2022-02-02","-","-"
"Micronesia (Federated States of)","Beach litter originating from national land-based sources ends in the Ocean","2018","162","M","A","2022-02-02","-","-"
"Micronesia (Federated States of)","Beach litter originating from national land-based sources ends in the Ocean","2019","174","M","A","2022-02-02","-","-"
"Micronesia (Federated States of)","Beach litter originating from national land-based sources ends in the Ocean","2020","170","M","A","2022-02-02","-","-"
"Micronesia (Federated States of)","Beach litter originating from national land-based sources ends in the Ocean","2021","176","M","A","2022-02-02","-","-"
"Micronesia (Federated States of)","Beach litter originating from national land-based sources ends in the Ocean","2022","176","M","A","2023-10-08","-","-"
"Montenegro","Beach litter originating from national land-based sources ends in the Ocean","2017","1143","M","A","2022-02-02","-","-"
"Montenegro","Beach litter originating from national land-based sources ends in the Ocean","2018","1100","M","A","2022-02-02","-","-"
"Montenegro","Beach litter originating from national land-based sources ends in the Ocean","2019","1167","M","A","2022-02-02","-","-"
"Montenegro","Beach litter originating from national land-based sources ends in the Ocean","2020","1127","M","A","2022-02-02","-","-"
"Montenegro","Beach litter originating from national land-based sources ends in the Ocean","2021","1159","M","A","2022-02-02","-","-"
"Montenegro","Beach litter originating from national land-based sources ends in the Ocean","2022","1175","M","A","2023-10-08","-","-"
"Morocco","Beach litter originating from national land-based sources ends in the Ocean","2017","49668","M","A","2022-02-02","-","-"
"Morocco","Beach litter originating from national land-based sources ends in the Ocean","2018","51493","M","A","2022-02-02","-","-"
"Morocco","Beach litter originating from national land-based sources ends in the Ocean","2019","48989","M","A","2022-02-02","-","-"
"Morocco","Beach litter originating from national land-based sources ends in the Ocean","2020","53376","M","A","2022-02-02","-","-"
"Morocco","Beach litter originating from national land-based sources ends in the Ocean","2021","53206","M","A","2022-02-02","-","-"
"Morocco","Beach litter originating from national land-based sources ends in the Ocean","2022","56572","M","A","2023-10-08","-","-"
"Mozambique","Beach litter originating from national land-based sources ends in the Ocean","2017","36822","M","A","2022-02-02","-","-"
"Mozambique","Beach litter originating from national land-based sources ends in the Ocean","2018","39826","M","A","2022-02-02","-","-"
"Mozambique","Beach litter originating from national land-based sources ends in the Ocean","2019","40162","M","A","2022-02-02","-","-"
"Mozambique","Beach litter originating from national land-based sources ends in the Ocean","2020","42499","M","A","2022-02-02","-","-"
"Mozambique","Beach litter originating from national land-based sources ends in the Ocean","2021","44526","M","A","2022-02-02","-","-"
"Mozambique","Beach litter originating from national land-based sources ends in the Ocean","2022","45607","M","A","2023-10-08","-","-"
"Myanmar","Beach litter originating from national land-based sources ends in the Ocean","2017","113879","M","A","2022-02-02","-","-"
"Myanmar","Beach litter originating from national land-based sources ends in the Ocean","2018","113231","M","A","2022-02-02","-","-"
"Myanmar","Beach litter originating from national land-based sources ends in the Ocean","2019","115863","M","A","2022-02-02","-","-"
"Myanmar","Beach litter originating from national land-based sources ends in the Ocean","2020","118887","M","A","2022-02-02","-","-"
"Myanmar","Beach litter originating from national land-based sources ends in the Ocean","2021","111683","M","A","2022-02-02","-","-"
"Myanmar","Beach litter originating from national land-based sources ends in the Ocean","2022","111207","M","A","2023-10-08","-","-"
"Namibia","Beach litter originating from national land-based sources ends in the Ocean","2017","138","M","A","2022-02-02","-","-"
"Namibia","Beach litter originating from national land-based sources ends in the Ocean","2018","114","M","A","2022-02-02","-","-"
"Namibia","Beach litter originating from national land-based sources ends in the Ocean","2019","125","M","A","2022-02-02","-","-"
"Namibia","Beach litter originating from national land-based sources ends in the Ocean","2020","120","M","A","2022-02-02","-","-"
"Namibia","Beach litter originating from national land-based sources ends in the Ocean","2021","103","M","A","2022-02-02","-","-"
"Namibia","Beach litter originating from national land-based sources ends in the Ocean","2022","100","M","A","2023-10-08","-","-"
"Netherlands","Beach litter originating from national land-based sources ends in the Ocean","2017","1061","M","A","2022-02-02","-","-"
"Netherlands","Beach litter originating from national land-based sources ends in the Ocean","2018","2721","M","A","2022-02-02","-","-"
"Netherlands","Beach litter originating from national land-based sources ends in the Ocean","2019","2687","M","A","2022-02-02","-","-"
"Netherlands","Beach litter originating from national land-based sources ends in the Ocean","2020","2170","M","A","2022-02-02","-","-"
"Netherlands","Beach litter originating from national land-based sources ends in the Ocean","2021","2094","M","A","2022-02-02","-","-"
"Netherlands","Beach litter originating from national land-based sources ends in the Ocean","2022","3049","M","A","2023-10-08","-","-"
"New Zealand","Beach litter originating from national land-based sources ends in the Ocean","2017","312","M","A","2022-02-02","-","-"
"New Zealand","Beach litter originating from national land-based sources ends in the Ocean","2018","337","M","A","2022-02-02","-","-"
"New Zealand","Beach litter originating from national land-based sources ends in the Ocean","2019","353","M","A","2022-02-02","-","-"
"New Zealand","Beach litter originating from national land-based sources ends in the Ocean","2020","375","M","A","2022-02-02","-","-"
"New Zealand","Beach litter originating from national land-based sources ends in the Ocean","2021","401","M","A","2022-02-02","-","-"
"New Zealand","Beach litter originating from national land-based sources ends in the Ocean","2022","394","M","A","2023-10-08","-","-"
"Nicaragua","Beach litter originating from national land-based sources ends in the Ocean","2017","20865","M","A","2022-02-02","-","-"
"Nicaragua","Beach litter originating from national land-based sources ends in the Ocean","2018","21839","M","A","2022-02-02","-","-"
"Nicaragua","Beach litter originating from national land-based sources ends in the Ocean","2019","23496","M","A","2022-02-02","-","-"
"Nicaragua","Beach litter originating from national land-based sources ends in the Ocean","2020","22313","M","A","2022-02-02","-","-"
"Nicaragua","Beach litter originating from national land-based sources ends in the Ocean","2021","21576","M","A","2022-02-02","-","-"
